Cust_Num,Comp_Name,First_Name,Last_Name,Phone_Num,Street_Address,City,State,Zip,Category
NJ-1129,Freeman-Hoffman Inc.,Kiara,Hurst,(360) 555-9608,8203 Water St. ,Sewell,NJ,8080,Reseller
NJ-1130,"Parks, Abbott, and Lopez Wine & Liquor",Gage,Fitzpatrick,(992) 555-1105,972 Bohemia St. ,Scotch Plains,NJ,7076,Reseller
NJ-1131,Dickerson  ,Mya,Robinson,(803) 555-1462,55 Talbot St. ,Plainfield,NJ,7060,Reseller
NJ-1132,Cohen-Goodman Inc.,Aubrey,Clay,(669) 555-1426,279 Peg Shop Street ,Hillsborough,NJ,8844,Reseller
NJ-1133,"Harmon, Lamb, and Williams Beverages",Mallory,Stevenson,(926) 555-9872,9568 Walnut St. ,Little Falls,NJ,7424,Reseller
NJ-1134,Avery-Hayes Inc.,Howard,Hughes,(279) 555-9884,8321 Bradford Ave. ,Ridgewood,NJ,7450,Reseller
NJ-1135,Rubio  Wines,Roger,Murphy,(289) 555-3438,195 N. Pleasant Lane ,West New York,NJ,7093,Reseller
NJ-1136,Wooden Top,Lara,Stokes,(874) 555-0981,9961 New Saddle Street ,Blackwood,NJ,8012,Retailer
NJ-1137,"Mccullough, Robinson, and Bryan ",Isabell,Livingston,(339) 555-6435,7912 Ohio Dr. ,Union,NJ,7083,Reseller
NJ-1138,Sims  LLC,Zachariah,Reid,(740) 555-1524,9269 Roberts Street ,Kearny,NJ,7032,Reseller
NJ-1139,"Andrews, Marsh, and Lewis Restaurant Group",Scott,Woods,(226) 555-3253,7972 Lexington St. ,Fair Lawn,NJ,7410,Reseller
NJ-1140,"Allen, French, and Mccormick Restaurant Group",Alfonso,Decker,(377) 555-1112,809 Arlington St. ,Paramus,NJ,7652,Reseller
NJ-1141,"Bennett, Briggs, and Mcclure Beverages",Travis,Francis,(943) 555-9616,7757 Blue Spring Road ,Freehold,NJ,7728,Reseller
NJ-1142,Jenkins-Mendez Stores,Alden,Russell,(751) 555-4108,34 Williams St. ,Orange,NJ,7050,Reseller
NJ-1143,"Mitchell, Jones, and Olson Wines",Jakayla,Zimmerman,(523) 555-6409,65 Court Ave. ,Marlton,NJ,8053,Reseller
NJ-1144,The Probable Event,Beatrice,Ferguson,(477) 555-1433,7625 10th Court ,Rockaway,NJ,7866,Retailer
NJ-1145,"Larson, Todd, and Ellis LLC",Salma,Bradford,(714) 555-2754,7138 Mill Ave. ,Montclair,NJ,7042,Reseller
NJ-1146,Martinez  Restaurant Group,Dante,Ramsey,(666) 555-8349,95 Yukon Drive ,Mays Landing,NJ,8330,Reseller
NJ-1147,Lopez-Pierce Beverages,Karley,Blake,(888) 555-1581,7448 West Mill Ave. ,Voorhees,NJ,8043,Reseller
NJ-1148,"Jackson, Coleman, and Murillo LLC",Charlize,Ewing,(620) 555-9157,72 South Golf Dr. ,Fort Lee,NJ,7024,Reseller
NJ-1149,Hodges  Beverages,Virginia,Dennis,(993) 555-0925,8871 Canal St. ,Tuckerton,NJ,8087,Reseller
NJ-1150,Rose-Ortiz Restaurants,Claudia,Alvarez,(435) 555-6864,9237 Evergreen Drive ,Newton,NJ,7860,Reseller
NJ-1151,Young  Inc.,Nickolas,Mcmahon,(388) 555-5449,791 Country Club Road ,Rahway,NJ,7065,Reseller
NJ-1152,"Phelps, Robinson, and Clayton Restaurant Group",Alessandra,Day,(395) 555-9998,4 Lincoln Street ,Mount Holly,NJ,8060,Reseller
NJ-1153,"Macdonald, Murphy, and Sandoval Purveyors",Isabella,Pratt,(620) 555-9607,942 Windsor Street ,Hackensack,NJ,7601,Reseller
NJ-1154,Warren  Beverages,Emmett,Walsh,(621) 555-6180,10 Sunset St. ,Cranford,NJ,7016,Reseller
NJ-1155,Rojas-Nicholson Stores,Kinsley,Dawson,(323) 555-9289,9016 Mechanic Dr. ,Elizabeth,NJ,7202,Reseller
NJ-1156,Dusty Arch Pub,Julian,Stevenson,(825) 555-1148,836 W. Lantern Court ,Caldwell,NJ,7006,Retailer
NJ-1157,"Sanchez, Nguyen, and Harrell Beverages",Alice,Patrick,(390) 555-0553,77 Sierra St. ,Teaneck,NJ,7666,Reseller
NJ-1158,Alvarez-Phillips Restaurant Group,Alec,Mccall,(838) 555-2568,818 Fairground Ave. ,West Deptford,NJ,8096,Reseller
NJ-1159,The Old Library,Madison,Leon,(928) 555-3598,9261 NE. Court Drive ,Garfield,NJ,7026,Retailer
NJ-1160,Young  Group,Roman,Hendrix,(457) 555-7683,97 Wood Street ,Livingston,NJ,7039,Reseller
NJ-1161,Oconnor  Inc.,Ella,Graves,(505) 555-1508,443 Catherine Drive ,Belleville,NJ,7109,Reseller
NJ-1162,Hard-To-Find Goodies,Maria,Whitaker,(835) 555-8145,9517C Mill Pond Drive ,Englewood,NJ,7631,Retailer
NJ-1163,Garcia-King Purveyors,Rodrigo,Contreras,(757) 555-2193,779 Sage Dr. ,Union City,NJ,7087,Reseller
NJ-1164,Allen  Wines,Kaylin,Hess,(393) 555-8571,712 Summerhouse St. ,Englishtown,NJ,7726,Reseller
NJ-1165,Barrett  Inc.,Anahi,Tucker,(201) 555-4826,7172 Chestnut St. ,East Orange,NJ,7017,Reseller
NJ-1166,Norton  Restaurant Group,Callum,Vaughn,(480) 555-2052,198 North Orange Lane ,Bridgeton,NJ,8302,Reseller
NJ-1167,"Gregory, Wiley, and Oliver ",Reuben,Crosby,(814) 555-1415,9358 Walnutwood Drive ,Maplewood,NJ,7040,Reseller
NJ-1168,Johnson-Valdez Purveyors,Grace,Briggs,(449) 555-8396,28 Clark Rd. ,Jackson,NJ,8527,Reseller
NJ-1169,Morgan-Butler Restaurants,Justus,Wyatt,(632) 555-8053,35 NE. Myers Ave. ,Riverside,NJ,8075,Reseller
NJ-1170,Spencer-Savage Purveyors,Lexie,Mathis,(738) 555-3392,39 East Ivy St. ,East Brunswick,NJ,8816,Reseller
NJ-1171,Thomas-Webster Restaurant Group,Messiah,Swanson,(326) 555-8484,82 Sulphur Springs Court ,Morristown,NJ,7960,Reseller
NJ-1172,Allez & Carpenter  Wines,Mauricio,Hancock,(570) 555-6835,8515 Woodsman Ave. ,Sicklerville,NJ,8081,Reseller
NJ-1173,Tucker-Edwards Group,Charlie,Bates,(987) 555-0332,124 San Pablo Road ,Nutley,NJ,7110,Reseller
NJ-1174,Barrett  Liquors,Sarai,Ford,(427) 555-8377,8131 Rock Maple Ave. ,Asbury Park,NJ,7712,Reseller
NJ-1175,Jensen  Merken LLC,Gretchen,Lindsey,(734) 555-9671,1 Vernon St. ,Absecon,NJ,8205,Reseller
NJ-1176,Flimsy Flame Deli,Conner,Suarez,(953) 555-8699,976 Sulphur Springs St. ,Manahawkin,NJ,8050,Retailer
NJ-1177,"Villa, Carpenter, and Henry Group",Emerson,Rubio,(815) 555-7450,731 Applegate Ave. ,Long Branch,NJ,7740,Reseller
NJ-1178,Aguirre-Waller ,Jacob,Forbes,(816) 555-4998,8735 Carriage St. ,North Bergen,NJ,7047,Reseller
NJ-1179,Flynn  Group,Braylen,Oliver,(413) 555-3842,7592 Court St. ,Somerset,NJ,8873,Reseller
NJ-1180,"Schmidt, Berry, and Hebert ",Erick,Fry,(668) 555-3532,605 Clinton St. ,Atlantic City,NJ,8401,Reseller
NJ-1181,Graves  Restaurant Group,Payton,Stanton,(239) 555-8963,7314 West Lane ,Bayonne,NJ,7002,Reseller
NJ-1182,Outstanding Sip,Alanna,Friedman,(741) 555-2612,287 Rockaway Street ,Egg Harbor Township,NJ,8234,Retailer
NJ-1183,"Curtis, Rodriguez, and Glenn ",Adyson,Dean,(823) 555-8836,8620 N. Atlantic Dr. ,Paterson,NJ,7501,Reseller
NJ-1184,M. Smith Restaurants,Lane,Webb,(806) 555-9638,36 West 53rd St. ,Willingboro,NJ,8046,Reseller
NJ-1185,The Responsible Duck,Haleigh,Gordon,(313) 555-9865,43 East Rosewood St. ,Newark,NJ,7103,Retailer
NV-1001,"Garcia, Russell, and Bennett Beverages",Braylen,Long,(909) 555-4700,7 Old Valley Farms Street ,Reno,NV,89523,Reseller
NY-1001,Beard-Johnson Wine & Liquor,Lucas,Christian,(820) 555-6212,7593 Olive Ave. ,Clifton Park,NY,12065,Reseller
NY-1002,Hall  Purveyors,Mateo,Dunn,(725) 555-4377,516 Roosevelt Circle ,Bay Shore,NY,11706,Reseller
NY-1003,Green-Harris Inc.,Victoria,Lutz,(646) 555-6722,836 Woodside Circle ,Kingston,NY,12401,Reseller
NY-1004,Reynolds-Foster ,Marissa,Pollard,(410) 555-3027,697 Thorne Ave. ,Saratoga Springs,NY,12866,Reseller
NY-1005,Krause  Inc.,Jon,Brady,(995) 555-1055,9496 John Drive ,Queensbury,NY,12804,Reseller
NY-1006,"Gilbert, Hansen, and Parker Wine & Liquor",Kate,Briggs,(883) 555-0221,991 Trout Lane ,West Hempstead,NY,11552,Reseller
NY-1007,Moore  ,Clarissa,Gilmore,(341) 555-6491,728 Wrangler Lane ,Smithtown,NY,11787,Reseller
NY-1008,"Johnson, Banks, and White Liquors",Izabella,Solomon,(273) 555-8629,17 Nut Swamp Lane ,Whitestone,NY,11357,Reseller
NY-1009,Ramos  Beverages,Damon,Bullock,(203) 555-5783,53 W. Wagon Lane ,Oceanside,NY,11572,Reseller
NY-1010,Grover-Mitchell Beverages,Sam,Reid,(880) 555-3220,67 Park Road ,Westbury,NY,11590,Reseller
NY-1011,"George, Terry, and Evans ",Naima,Stevens,(774) 555-3317,74 South Creekside Court ,Oswego,NY,13126,Reseller
NY-1012,"Johnson, Vasquez, and Pacheco Group",Haleigh,Stokes,(609) 555-4814,22 Highland Road ,Howard Beach,NY,11414,Reseller
NY-1013,Everett-Johnson Wines,Maggie,Floyd,(846) 555-3130,901 Smith Store Street ,Amsterdam,NY,12010,Reseller
NY-1014,"Doyle, Smith, and Thomas ",Siena,Watts,(702) 555-9183,228 Thorne Ave. ,Massapequa Park,NY,11762,Reseller
NY-1015,Mountainous Trade ,Kallie,Hill,(397) 555-4151,393 Greystone St. ,Ossining,NY,10562,Retailer
NY-1016,Lane  Group,Mark,Burns,(293) 555-0720,65 Willow Ave. ,Depew,NY,14043,Reseller
NY-1017,Myers-Smith Wines,Karla,Castaneda,(233) 555-5111,48 Annadale St. ,Centereach,NY,11720,Reseller
NY-1018,Thompson  Restaurant Group,Solomon,Blair,(897) 555-6311,9556 Chestnut St. ,Selden,NY,11784,Reseller
NY-1019,Aquatic Connection Restaurant,Jaeden,Conley,(589) 555-2177,9816 Park St. ,Jackson Heights,NY,11372,Retailer
NY-1020,Dean-Cervantes ,Yandel,Lawrence,(448) 555-0120,9260 W. Spruce Road ,Lockport,NY,14094,Reseller
NY-1021,Olson  Restaurants,Megan,Carlson,(683) 555-0685,2 West Galvin St. ,Liverpool,NY,13090,Reseller
NY-1022,Herrera-Page Restaurants,Tamia,Mayo,(494) 555-4989,947 Sycamore St. ,Lancaster,NY,14086,Reseller
NY-1023,"Walters, Jackson, and Gonzalez ",Davion,Adams,(662) 555-0821,242 North Trout St. ,Coram,NY,11727,Reseller
NY-1024,Edwards-Mcbride Inc.,Zachary,Riddle,(390) 555-7543,612 South Wintergreen Street ,Middle Village,NY,11379,Reseller
NY-1025,Legal Root,Sabrina,Stevens,(695) 555-5169,397 Sunbeam St. ,Port Washington,NY,11050,Retailer
NY-1026,Velasquez-Jackson ,Caitlyn,Mcdowell,(479) 555-0678,55 Sunnyslope Court ,Astoria,NY,11102,Reseller
NY-1027,Castillo-Johnson Inc.,Campbell,Mora,(956) 555-2623,801 Rockville Ave. ,Schenectady,NY,12302,Reseller
NY-1028,"Williams, Pollard, and Sharp Purveyors",Arnav,Escobar,(635) 555-5093,84 Bow Ridge Drive ,Mount Vernon,NY,10550,Reseller
NY-1029,Morris-Patton ,Patience,Rocha,(739) 555-7943,8436 S. Grand St. ,Far Rockaway,NY,11691,Reseller
NY-1030,Collier  ,Karina,Baxter,(369) 555-0333,1 Southampton Rd. ,Floral Park,NY,11001,Reseller
NY-1031,"Oliver, Rios, and Kline Inc.",Iyana,Hansen,(871) 555-1277,46 E. Essex Street ,Fairport,NY,14450,Reseller
NY-1032,Hernandez  Group,Zoey,Holden,(951) 555-4786,65 East Wrangler St. ,Uniondale,NY,11553,Reseller
NY-1033,Walsh  Inc.,Jared,Spears,(298) 555-9229,9550 Bank Ave. ,Hamburg,NY,14075,Reseller
NY-1034,"Steele, Hayden, and Ross Liquors",Ximena,Quinn,(209) 555-4019,64 Arnold Avenue ,Staten Island,NY,10301,Reseller
NY-1035,"Floyd, Ellison, and Pierce ",Matteo,Shepherd,(202) 555-0400,642 W. Applegate Drive ,New Hyde Park,NY,11040,Reseller
NY-1036,Petersen-Simpson ,Hana,Preston,(389) 555-5289,7107 Franklin Street ,Yonkers,NY,10701,Reseller
NY-1037,Gregory-Stewart Group,Bruno,Grimes,(639) 555-1126,420 Canal Ave. ,South Richmond Hill,NY,11419,Reseller
NY-1038,Awake Knowledge Books,Natalee,Dunn,(545) 555-1233,13 Cherry Hill Street ,Plattsburgh,NY,12901,Retailer
NY-1039,"Payne, Park, and Ayers Liquors",Maggie,Wade,(268) 555-4363,8539 Ivy St. ,Tonawanda,NY,14150,Reseller
NY-1040,"Jones, Miller, and Melton Restaurant Group",Adelyn,Young,(277) 555-0997,8035 Nicolls Street ,Nanuet,NY,10954,Reseller
NY-1041,"Morgan, Jennings, and Martin LLC",Samson,Rodgers,(944) 555-1777,330 E. Longfellow St. ,Woodhaven,NY,11421,Reseller
NY-1042,Flores  Inc.,Lindsey,Hughes,(942) 555-7686,40 Cedar Dr. ,Holbrook,NY,11741,Reseller
NY-1043,Martinez-Brooks ,Bria,Haley,(905) 555-3255,273 North St Margarets Avenue ,New City,NY,10956,Reseller
NY-1044,Henderson  Stores,Anaya,Harvey,(844) 555-8704,943 Union Street ,Port Jefferson Station,NY,11776,Reseller
NY-1045,Apathetic Thrill Restaurant,Carmelo,Atkinson,(638) 555-8919,141 Winding Way Ave. ,Bellmore,NY,11710,Retailer
NY-1046,Chapman  Stores,Santos,Dalton,(303) 555-0118,8879 Dunbar Drive ,Garden City,NY,11530,Reseller
NY-1047,"Ryan, Andrade, and Adams Liquors",Landen,Mejia,(963) 555-1325,92 N. St Margarets Drive ,Woodside,NY,11377,Reseller
NY-1048,"Moore, Sanchez, and Clark Liquors",Hunter,Dougherty,(833) 555-9381,49 Sheffield St. ,New Windsor,NY,12553,Reseller
NY-1049,"Hess, Davis, and Strickland Inc.",Bridger,Riggs,(636) 555-2043,9823 Whitemarsh Lane ,Poughkeepsie,NY,12601,Reseller
NY-1050,Perry-Brown Inc.,Corbin,Barber,(395) 555-3869,9313 Southampton St. ,Elmhurst,NY,11373,Reseller
NY-1051,"Morales, Kelly, and Gregory Group",Jaylynn,Blankenship,(472) 555-7117,9014 Durham Street ,Rego Park,NY,11374,Reseller
NY-1052,Scott  Group,Seamus,Figueroa,(900) 555-1785,65 Beech Street ,Huntington,NY,11743,Reseller
NY-1053,Howard-Thompson Wines,Axel,Savage,(835) 555-9884,8296 Carson Street ,Franklin Square,NY,11010,Reseller
NY-1054,Poole  ,Waylon,Gilmore,(580) 555-4750,8163 South College Ave. ,Corona,NY,11368,Reseller
NY-1055,"Gregory, Scott, and Johnson Wines",Vanessa,Drake,(938) 555-1531,57 South Randall Mill St. ,Levittown,NY,11756,Reseller
NY-1056,Wood-Hooper ,Teagan,Kidd,(644) 555-3940,9910 Old York Dr. ,Mahopac,NY,10541,Reseller
NY-1057,Smith-Mitchell Restaurants,Ben,Roach,(644) 555-7857,9487 Pacific Dr. ,Port Chester,NY,10573,Reseller
NY-1058,Clark-Murray Liquors,Rayan,Friedman,(399) 555-2772,97 South River St. ,Saint Albans,NY,11412,Reseller
NY-1059,"Fuentes, Jones, and Barry Restaurant Group",Bridger,Santana,(814) 555-3543,678 Locust St. ,Rochester,NY,14606,Reseller
NY-1060,Nelson  Restaurants,Titus,Neal,(599) 555-5611,34 Catherine Lane ,Springfield Gardens,NY,11413,Reseller
NY-1061,Armstrong  Wine & Liquor,Jayden,Rodriguez,(948) 555-5471,375 Wood Drive ,Deer Park,NY,11729,Reseller
NY-1062,"Hodges, Williams, and Powell Purveyors",Lamont,Crane,(706) 555-1534,423 SW. Adams Street ,Sunnyside,NY,11104,Reseller
NY-1063,Patton-Robbins Restaurant Group,Amiah,Clark,(855) 555-4175,2 Poor House Lane ,Jamestown,NY,14701,Reseller
NY-1064,Noble Wines,Davis,Yang,(451) 555-6343,503 Linda Dr. ,Canandaigua,NY,14424,Reseller
NY-1065,"King, Santana, and Elliott Purveyors",Alexandra,Campos,(214) 555-0701,138 Marshall St. ,Brooklyn,NY,11201,Reseller
NY-1066,Garrison  Stores,Zara,Welch,(777) 555-5555,846 Nut Swamp Lane ,Baldwinsville,NY,13027,Reseller
NY-1067,"Johns, Thomas, and Pugh Restaurants",Gustavo,Koch,(768) 555-8849,836 West Marsh Lane ,Freeport,NY,11520,Reseller
NY-1068,Fat Oranges,Jonas,Young,(944) 555-0953,889 Hickory Street ,Bronx,NY,10451,Retailer
NY-1069,Tremendous Jelly Bakery,Laney,Terry,(923) 555-3127,9423 Marvon Drive ,Endicott,NY,13760,Retailer
NY-1070,Wade-Clark ,Humberto,Stein,(716) 555-1608,808 Walt Whitman Dr. ,Ithaca,NY,14850,Reseller
NY-1071,"Kirk, Landry, and Edwards Restaurants",Carlo,Bernard,(516) 555-0855,9240 Maple Court ,South Ozone Park,NY,11420,Reseller
NY-1072,"Peck, Jenkins, and Hoffman Inc.",Brooke,Barker,(827) 555-8574,54 Summit Street ,Hempstead,NY,11550,Reseller
NY-1073,"Jones, Carlson, and Kane Liquors",Isaiah,Bell,(327) 555-8035,54 Garfield Ave. ,Maspeth,NY,11378,Reseller
NY-1074,Benton-Hawkins Restaurants,Miguel,Riley,(404) 555-0426,9860 Oak Lane ,Bayside,NY,11361,Reseller
NY-1075,Bender  Beverages,Mia,Turner,(605) 555-5818,406 Lakeview Street ,Glen Cove,NY,11542,Reseller
NY-1076,Williams-Saunders Inc.,Juliet,Fischer,(760) 555-6857,757 River Drive ,West Babylon,NY,11704,Reseller
NY-1077,"Anderson, Fitzpatrick, and Ward Stores",Leila,Casey,(675) 555-0534,9454 Church Street ,Rome,NY,13440,Reseller
NY-1078,"Kerr, Smith, and Bartlett ",Carissa,Burgess,(865) 555-2072,82 Church Drive ,Flushing,NY,11354,Reseller
NY-1079,Low Fog Pub,Malachi,Robles,(478) 555-9112,416 Wagon Court ,Richmond Hill,NY,11418,Retailer
NY-1080,Brentwood Beverage Co.,Selina,Sullivan,(259) 555-9822,9515 W. Galvin Dr. ,Brentwood,NY,11717,Reseller
NY-1081,Strange Signal,Cecilia,Chavez,(426) 555-6938,7039 East Oklahoma St. ,Forest Hills,NY,11375,Retailer
NY-1082,Miller  Purveyors,Elyse,Villegas,(572) 555-7724,7904 Belmont Ave. ,Huntington Station,NY,11746,Reseller
NY-1083,"Lopez, Stevens, and Johnson Inc.",Abril,Sharp,(466) 555-4668,933 North San Carlos St. ,Valley Stream,NY,11580,Reseller
NY-1084,Edwards-Bradley Beverages,Armando,Vincent,(300) 555-3439,976 Rockville Street ,Ronkonkoma,NY,11779,Reseller
NY-1085,"Shepherd, Anderson, and Cardenas Wine & Liquor",Branson,Dyer,(834) 555-1793,109 Bay Dr. ,Albany,NY,12203,Reseller
NY-1086,"Davis, Stewart, and Macdonald ",Janelle,Morrow,(475) 555-4323,7734 Ashley Rd. ,New Rochelle,NY,10801,Reseller
NY-1087,"Stewart, Henderson, and Allen ",Orlando,Morrow,(604) 555-3825,49 4th Drive ,East Northport,NY,11731,Reseller
NY-1088,"Brown, Douglas, and Stanley ",Yuliana,Garza,(869) 555-3596,8922 Franklin Street ,Hollis,NY,11423,Reseller
NY-1089,"Williams, Curry, and Miles Beverages",Xavier,Brewer,(959) 555-6325,762 Rock Maple Street ,Lindenhurst,NY,11757,Reseller
NY-1090,The Beneficial Kettle,Dennis,Singleton,(344) 555-9823,695 Livingston Court ,Shirley,NY,11967,Retailer
NY-1091,Woods  Group,Noel,Wiggins,(852) 555-2881,7511 Bear Hill St. ,Central Islip,NY,11722,Reseller
NY-1092,Allen  Inc.,Saul,Sellers,(942) 555-3298,84 Big Rock Cove Avenue ,Bethpage,NY,11714,Reseller
NY-1093,"Cunningham, Farley, and Cox Stores",Kareem,Avila,(889) 555-0940,31 Franklin Ave. ,Ozone Park,NY,11417,Reseller
NY-1094,Murphy  Purveyors,Lilianna,Flynn,(504) 555-2439,9836 Fairground St. ,Hopewell Junction,NY,12533,Reseller
NY-1095,Mckenzie  Wines,Mark,Forbes,(800) 555-4500,810 Green Street ,Plainview,NY,11803,Reseller
NY-1096,"Hooper, Blankenship, and Knight Inc.",Adyson,Hall,(568) 555-7129,905 Wintergreen Dr. ,Yorktown Heights,NY,10598,Reseller
NY-1097,Short  Wines,Cameron,Hood,(737) 555-9577,258 Church Street ,Auburn,NY,13021,Reseller
NY-1098,Burke  Restaurants,Nevaeh,Wall,(413) 555-2827,8292 Lawrence Drive ,Carmel,NY,10512,Reseller
NY-1099,"Bonilla, White, and Barrett Group",Ricardo,Church,(225) 555-0136,951 W. Riverside Street ,Ballston Spa,NY,12020,Reseller
NY-1100,Nolan-Craig Inc.,Nolan,Vaughn,(673) 555-4782,97 Riverside St. ,Commack,NY,11725,Reseller
NY-1101,James  Inc.,Justine,Sawyer,(959) 555-0217,952 Birchpond Street ,Rockville Centre,NY,11570,Reseller
NY-1102,French  Stores,Esteban,Chandler,(897) 555-5671,48 Country Avenue ,East Elmhurst,NY,11369,Reseller
NY-1103,Rodriguez  ,Donna,Blackburn,(745) 555-8294,102 La Sierra Street ,Farmingdale,NY,11735,Reseller
NY-1104,"Hardin, Murray, and Henderson Restaurant Group",Timothy,Sellers,(681) 555-2406,91 Strawberry Street ,Baldwin,NY,11510,Reseller
NY-1105,Anthony  Group,Haleigh,Houston,(455) 555-5600,10 Lantern St. ,North Tonawanda,NY,14120,Reseller
NY-1106,"Lawrence, Herring, and Riley Wines",Gisselle,Nguyen,(645) 555-1699,733 Arrowhead Circle ,Orchard Park,NY,14127,Reseller
NY-1107,Bradford-Morgan ,Arely,Anthony,(358) 555-0753,9106 E. Airport Street ,Bronx,NY,10452,Reseller
NY-1108,Vazquez-Smith Restaurants,Jayden,Mccann,(859) 555-0619,131 Nut Swamp Lane ,Brooklyn,NY,11225,Reseller
NY-1109,Ramos-Thomas Group,Veronica,Pope,(510) 555-8034,6 Fawn Ave. ,Bronx,NY,10451,Reseller
NY-1110,"Clements, Johnson, and Carr ",Madelyn,Ponce,(551) 555-4037,264 Smoky Hollow Rd. ,Brooklyn,NY,11223,Reseller
NY-1111,Mcintyre  Purveyors,Jorden,Galloway,(590) 555-5077,485 North Anderson Street ,Astoria,NY,11103,Reseller
NY-1112,"Terry, Guzman, and Mccullough Group",Kadyn,Mcdaniel,(552) 555-6583,443 Penn Lane ,Bronx,NY,10453,Reseller
NY-1113,Santos-Foley Beverages,Landen,Bradley,(330) 555-2967,7481 Pendergast Ave. ,Middletown,NY,10940,Reseller
NY-1114,"Rojas, Perry, and Rowe Restaurants",Alexis,Spears,(632) 555-7946,7473 4th Street ,Bronx,NY,10469,Reseller
NY-1115,Cooper-Brooks Restaurant Group,Bobby,Norton,(467) 555-6568,397 Wild Horse Road ,Brooklyn,NY,11235,Reseller
NY-1116,Martinez  Wines,Kody,Flowers,(960) 555-3220,8451 8th Lane ,Webster,NY,14580,Reseller
NY-1117,"Booker, Kirk, and Peterson Wine & Liquor",Jaeden,Johnson,(238) 555-7433,276 Airport Road ,Rochester,NY,14609,Reseller
NY-1118,Russo-Ramirez Wine & Liquor,Thalia,Cardenas,(804) 555-3301,994 West Stillwater St. ,Brooklyn,NY,11208,Reseller
NY-1119,Schmitt-Hudson Liquors,Eve,Dougherty,(853) 555-3190,30 West Lilac St. ,Brooklyn,NY,11221,Reseller
NY-1120,"Kirby, Aguilar, and Robbins ",Moises,Stanton,(564) 555-4586,621 Poplar Street ,Staten Island,NY,10314,Reseller
NY-1121,Hoffman  Beverages,Wilson,Flores,(822) 555-4681,928 Main Road ,Bronx,NY,10468,Reseller
NY-1122,Alexander-Crawford Group,Grant,Grant,(241) 555-7906,630 Meadow Rd. ,Rego Park,NY,11374,Reseller
NY-1123,Sullivan-Lewis Inc.,Sabrina,Wilkinson,(569) 555-7979,118 3rd St. ,Brooklyn,NY,11236,Reseller
NY-1124,"Reyes, Williams, and Mata Wines",Adalynn,Wilkins,(363) 555-8092,9384 Victoria Drive ,Massapequa,NY,11758,Reseller
NY-1125,"Watkins, Thomas, and Salas Wine & Liquor",Dominique,Bird,(227) 555-5525,2 Schoolhouse Street ,Hempstead,NY,11550,Reseller
NY-1126,"Baker, Clark, and Vega ",Anya,Castillo,(951) 555-0019,28 East Inverness St. ,New York,NY,10002,Reseller
NY-1127,"Adams, Luna, and Reed LLC",Ace,Hays,(820) 555-4403,8556 S. Tower St. ,Fairport,NY,14450,Reseller
NY-1128,"Hays, Charles, and Jackson Wine & Liquor",Skyler,Hood,(383) 555-2277,9 Spruce Drive ,Westbury,NY,11590,Reseller
NY-1129,Martin-Gaines LLC,Bryant,Nixon,(457) 555-9089,5 Hudson Rd. ,Fresh Meadows,NY,11365,Reseller
NY-1130,Stanley-Roberts LLC,Harper,Jennings,(471) 555-4000,37 Cherry Street ,South Richmond Hill,NY,11419,Reseller
NY-1131,"Cunningham, Hendricks, and Noble Wine & Liquor",Danica,Rhodes,(749) 555-3873,1 Lakewood St. ,Bronx,NY,10458,Reseller
NY-1132,Arellano-Kent LLC,Nataly,Mccullough,(279) 555-4032,9577 Columbia Street ,Brooklyn,NY,11216,Reseller
NY-1133,"Allen, Wilkinson, and Morton Liquors",Layton,Barry,(985) 555-1801,9828 4th Court ,Staten Island,NY,10306,Reseller
NY-1134,Hernandez  Beverage Group,Trace,Lloyd,(696) 555-6806,19 Lafayette Lane ,Brooklyn,NY,11220,Reseller
NY-1135,Java Spy,Jaxon,Decker,(568) 555-5888,452 Oak Valley St. ,Brooklyn,NY,11207,Retailer
NY-1136,"Rubio, Martin, and Mclean Stores",Paola,Shah,(790) 555-8146,7732 Glenholme Drive ,Brooklyn,NY,11219,Reseller
NY-1137,Smith-Adams Stores,Angela,Meza,(670) 555-9285,8463 Nichols St. ,Brooklyn,NY,11218,Reseller
NY-1138,"Moran, Schultz, and Adams Inc.",Catherine,Elliott,(989) 555-8076,8725 Illinois Lane ,South Ozone Park,NY,11420,Reseller
NY-1139,"Jennings, Velasquez, and Miller Stores",Annie,Adams,(974) 555-3958,81 West Lakeshore Rd. ,Brooklyn,NY,11212,Reseller
NY-1140,Mitchell-Rich Group,Madyson,Mays,(316) 555-1555,24 Foxrun Drive ,Lindenhurst,NY,11757,Reseller
NY-1141,Moore  Liquors,Nathalia,Duarte,(330) 555-3334,4 Grand Drive ,Far Rockaway,NY,11691,Reseller
NY-1142,Spring Market Cafe,Joanna,Flores,(893) 555-3196,6 San Carlos Lane ,Bronx,NY,10472,Retailer
NY-1143,"Bennett, Williams, and Black ",Kierra,Hooper,(770) 555-1861,101 Sherwood Street ,Forest Hills,NY,11375,Reseller
NY-1144,"Palmer, Shaw, and Henderson ",Sandra,Bowers,(988) 555-3002,9226 North Aspen Drive ,Bronx,NY,10465,Reseller
NY-1145,"Graham, West, and Fletcher Inc.",Noel,Francis,(882) 555-3478,8024 Mulberry Drive ,Buffalo,NY,14215,Reseller
NY-1146,Mccall-Lang ,Chloe,Ramos,(213) 555-9460,8292 St Margarets Ave. ,Flushing,NY,11355,Reseller
